campaign_id,platform,campaign_name,start_date,end_date,impressions,clicks,conversions,cost,revenue,conversion_rate,ROI
496,LinkedIn,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,7/2/2021,2/19/2021,94359,3437,123,8954.43,23854.04,0.0357870236,1.6639372914
497,Twitter,ut nulla sed accumsan felis ut at dolor quis odio consequat varius,10/4/2020,8/2/2022,85712,4273,457,8981.75,88620.05,0.1069506202,8.866679656
498,Facebook,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,12/30/2020,7/20/2020,21193,116,162,589.61,110063.63,1.3965517241,185.6719187259
499,Twitter,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,11/14/2020,4/30/2022,11050,4570,66,9647.86,24372.98,0.0144420131,1.5262576364
500,Instagram,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,7/12/2020,6/8/2020,74621,7741,958,8772.72,65014.16,0.1237566206,6.4109466619
501,Instagram,nunc nisl duis bibendum felis sed interdum venenatis turpis enim,12/9/2020,11/6/2022,83656,4196,48,3537.3,124406.83,0.0114394662,34.1699968903
502,Twitter,arcu sed augue aliquam erat volutpat in congue etiam justo etiam,9/21/2020,8/15/2021,31563,6280,521,9796.34,24403.93,0.0829617834,1.4911272986
503,Facebook,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,4/16/2022,9/15/2022,95997,7487,493,3837.4,6870.72,0.0658474689,0.7904622922
504,LinkedIn,vel enim sit amet nunc viverra dapibus nulla suscipit ligula,5/20/2022,2/13/2021,36708,3565,700,5561.02,6873.89,0.1963534362,0.2360843874
505,Twitter,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,7/6/2022,2/28/2022,71034,894,284,2339.48,140900.26,0.3176733781,59.2271701404
506,Instagram,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,10/23/2020,10/14/2021,82729,2719,766,2949.58,179113.75,0.281721221,59.7251710413
507,LinkedIn,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,7/16/2022,12/30/2020,50917,147,739,5667.33,1056.98,5.0272108844,-0.8134959496
508,Instagram,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,3/3/2020,1/11/2020,29813,4044,627,4469.25,147787.31,0.1550445104,32.0675862841
509,LinkedIn,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,1/13/2020,7/17/2022,49575,4218,372,7622.54,111866.27,0.0881934566,13.6757209539
510,Instagram,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus,1/5/2022,11/1/2021,70457,1064,596,3253.59,132243.2,0.5601503759,39.6453179411
511,Facebook,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,2/14/2022,12/4/2021,53507,2718,844,769.11,117266.93,0.310522443,151.4709469387
512,Twitter,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,8/5/2021,11/8/2022,87061,705,240,4768.74,166667.45,0.3404255319,33.9499972739
513,LinkedIn,ac neque duis bibendum morbi non quam nec dui luctus,9/29/2022,11/3/2020,36082,9048,916,6407.39,62847.58,0.1012378426,8.8086084974
514,Facebook,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,1/23/2020,2/22/2021,86218,2926,337,4490.29,91236.92,0.1151742994,19.3187143815
515,Twitter,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,4/19/2022,4/15/2021,90944,4866,741,6594.34,164968.84,0.1522811344,24.0167325312
516,Facebook,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,10/5/2021,12/16/2021,94279,5907,206,1529.71,74030.81,0.0348738784,47.3953232966
517,LinkedIn,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,6/18/2021,4/30/2022,28193,1869,285,7942.86,170048.79,0.1524879615,20.4090126227
518,LinkedIn,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,8/20/2022,5/26/2021,99495,1442,843,3135.08,121080.07,0.5846047157,37.6210463529
519,LinkedIn,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,4/17/2020,4/5/2021,98888,3239,796,3587.02,173432.86,0.2457548626,47.3501235008
520,LinkedIn,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,1/17/2022,10/8/2021,46779,9368,794,9460.07,20490.7,0.0847566183,1.1660199132
521,Twitter,proin eu mi nulla ac enim in tempor turpis nec,3/16/2021,2/12/2021,748,6404,88,631.68,66779.05,0.0137414116,104.7165811803
522,Facebook,a suscipit nulla elit ac nulla sed vel enim sit amet nunc,4/17/2022,11/29/2022,82612,9116,89,5543.97,27398.76,0.009763054,3.9420830199
523,Twitter,risus praesent lectus vestibulum quam sapien varius ut blandit non,6/2/2020,12/25/2021,38285,7036,496,6808.82,157770.93,0.0704945992,22.1715524863
524,Facebook,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,5/26/2020,6/5/2021,28288,9754,54,4067.32,168731.81,0.0055361903,40.4847639232
525,Facebook,nulla sed accumsan felis ut at dolor quis odio consequat varius,2/17/2022,2/1/2021,51021,7128,773,5608.52,84189.36,0.1084455668,14.0109761577
526,LinkedIn,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,9/26/2022,8/28/2020,73152,7997,831,2400.81,10151.25,0.1039139677,3.2282604621
527,Twitter,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,8/15/2020,11/8/2022,35296,8980,509,390.92,41278.16,0.0566815145,104.5923462601
528,LinkedIn,eu sapien cursus vestibulum proin eu mi nulla ac enim,11/22/2021,3/12/2022,94204,8794,184,9002.6,115487.98,0.0209233568,11.8282918268
529,LinkedIn,erat id mauris vulputate elementum nullam varius nulla facilisi cras non,8/31/2021,2/15/2020,99894,2635,392,4427.78,16089.69,0.1487666034,2.6338052026
530,Facebook,quam pede lobortis ligula sit amet eleifend pede libero quis orci,7/26/2022,3/20/2022,99471,4538,27,5115.2,25864.35,0.0059497576,4.0563712074
531,LinkedIn,blandit non interdum in ante vestibulum ante ipsum primis in faucibus,8/17/2022,2/2/2020,41088,4447,104,7192.54,576.27,0.0233865527,-0.9198794862
532,Twitter,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,11/12/2022,7/18/2022,79977,2036,67,2049.14,76588.82,0.0329076621,36.3760797212
533,Facebook,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,2/21/2022,2/2/2021,68323,6441,508,6698.13,93025.76,0.0788697407,12.8883180828
534,Facebook,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,1/31/2021,12/19/2021,25860,6536,986,7010.07,179192.07,0.1508567931,24.5620942444
535,Facebook,sit amet eros suspendisse accumsan tortor quis turpis sed ante,4/12/2021,6/27/2020,90612,8324,849,4390.95,101180.89,0.1019942335,22.0430521869
536,Facebook,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,9/13/2020,9/4/2021,1132,5279,165,8787.8,154853.62,0.0312559197,16.6214319853
537,Instagram,purus phasellus in felis donec semper sapien a libero nam dui proin,2/3/2021,7/18/2022,3414,582,424,4083.93,5061.09,0.7285223368,0.2392695271
538,Facebook,sapien quis libero nullam sit amet turpis elementum ligula vehicula,4/28/2021,6/8/2020,36387,9853,853,9110.87,13889.94,0.0865726175,0.5245459544
539,Instagram,molestie sed justo pellentesque viverra pede ac diam cras pellentesque,11/26/2021,4/9/2022,33735,8145,381,5782.92,56814.59,0.0467771639,8.8245505731
540,Facebook,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,10/3/2020,10/2/2022,21737,2079,627,2249.73,65068.08,0.3015873016,27.9226173808
541,Instagram,donec quis orci eget orci vehicula condimentum curabitur in libero ut,1/17/2022,12/20/2020,18275,4518,528,3875.38,64847.94,0.1168658699,15.733311314
542,Instagram,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,11/16/2022,1/28/2020,68944,7566,123,9476.93,172038.2,0.0162569389,17.1533682321
543,LinkedIn,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,9/20/2021,6/8/2020,88243,7609,392,2875.26,27679.89,0.0515179393,8.6269172179
544,LinkedIn,potenti cras in purus eu magna vulputate luctus cum sociis natoque,3/1/2022,8/10/2022,9800,3555,937,5348.11,992.66,0.2635724332,-0.8143905043
545,Twitter,aliquam non mauris morbi non lectus aliquam sit amet diam in magna,2/11/2020,1/11/2021,26043,5195,895,9067.44,73732.47,0.1722810395,7.131564146
546,Facebook,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id,7/21/2021,9/2/2022,62352,7011,36,5779.08,63089.1,0.0051347882,9.9168068274
547,LinkedIn,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,10/20/2022,10/18/2022,81217,2546,796,6641.74,158138.76,0.3126472899,22.809838988
548,Instagram,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,9/8/2022,10/29/2020,73861,9002,116,4730.63,13366.32,0.0128860253,1.8254841321
549,LinkedIn,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,9/1/2020,1/18/2021,32203,2319,662,9958.92,121300.11,0.2854678741,11.1800466316
550,Facebook,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,5/1/2021,4/8/2020,63455,2626,2,8700.99,10531.23,0.0007616146,0.2103484776
551,LinkedIn,eget orci vehicula condimentum curabitur in libero ut massa volutpat,8/16/2022,11/25/2022,1499,132,393,1160.01,91853.87,2.9772727273,78.1836880717
552,Instagram,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,12/28/2020,2/25/2020,55459,3932,705,6321.53,114863.37,0.1792980671,17.170185066
553,Facebook,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,6/3/2020,3/21/2022,58256,1473,362,7300.82,70513.99,0.2457569586,8.6583657726
554,LinkedIn,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,1/14/2021,11/6/2022,41691,2701,944,3202.19,171211.05,0.3495001851,52.4668617415
555,Twitter,in felis eu sapien cursus vestibulum proin eu mi nulla,7/7/2022,4/14/2021,12684,4682,307,4294.45,98425.84,0.0655702691,21.9193121354
556,Twitter,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,1/14/2020,7/21/2022,48194,8919,320,9419.45,174516.8,0.0358784617,17.5272813168
557,Instagram,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,10/24/2022,9/15/2022,76605,9690,4,7161.0,72454.32,0.0004127967,9.1179053205
558,Facebook,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,11/20/2020,6/3/2022,43597,5989,68,9897.79,31300.97,0.0113541493,2.1624200958
559,Instagram,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,11/18/2020,5/31/2021,74255,1043,554,3330.38,134801.6,0.5311601151,39.476342039
560,Facebook,auctor sed tristique in tempus sit amet sem fusce consequat,11/6/2021,6/25/2022,39071,2029,371,6537.91,140873.48,0.1828486939,20.5471733322
561,Twitter,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,7/22/2022,10/27/2022,13230,3750,353,3803.85,103737.8,0.0941333333,26.2717904229
562,Facebook,nisl aenean lectus pellentesque eget nunc donec quis orci eget,3/23/2022,7/8/2021,63628,9817,129,503.95,96466.37,0.0131404706,190.4205179085
563,Instagram,dui maecenas tristique est et tempus semper est quam pharetra magna,1/26/2022,7/5/2021,60798,1981,446,8358.79,32143.68,0.2251388188,2.8454943838
564,Twitter,gravida nisi at nibh in hac habitasse platea dictumst aliquam,9/29/2020,11/13/2021,90844,6164,507,5025.01,168320.42,0.0822517846,32.4965343353
565,Instagram,justo nec condimentum neque sapien placerat ante nulla justo aliquam,10/18/2022,8/31/2022,49153,4212,432,2595.52,52764.89,0.1025641026,19.3292172667
566,Facebook,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,9/22/2021,3/22/2022,33552,2099,699,3026.05,125792.15,0.3330157218,40.5697526478
567,Instagram,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,2/16/2020,2/16/2020,58567,8684,753,8136.37,160598.98,0.086711193,18.738406685
568,LinkedIn,tortor quis turpis sed ante vivamus tortor duis mattis egestas,5/19/2020,8/4/2021,46468,6083,160,5741.84,48972.52,0.0263028111,7.5290638541
569,Facebook,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,2/11/2022,11/21/2022,69783,6357,799,2803.31,69599.45,0.1256882177,23.8275966625
570,Facebook,pede venenatis non sodales sed tincidunt eu felis fusce posuere,4/26/2022,10/17/2020,98662,5666,219,6808.78,39110.2,0.0386516061,4.7440833747
571,Facebook,lobortis sapien sapien non mi integer ac neque duis bibendum morbi,3/29/2020,3/22/2022,92507,3393,272,7275.42,140070.22,0.0801650457,18.2525270019
572,Instagram,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,4/16/2021,1/10/2021,80939,2137,180,7127.68,130458.07,0.0842302293,17.303020057
573,Instagram,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,4/25/2021,4/22/2020,27487,1006,391,3476.67,46389.07,0.388667992,12.3429603615
574,Instagram,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,6/23/2022,2/8/2021,11016,5622,715,7478.26,10281.05,0.1271789399,0.3747917296
575,Facebook,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,2/21/2020,4/14/2021,99911,2066,501,963.76,3194.09,0.2424975799,2.3141964805
576,Twitter,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,4/22/2021,4/16/2022,32085,3630,432,9781.89,49995.35,0.1190082645,4.1110112667
577,LinkedIn,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,10/16/2022,12/5/2020,17155,8558,112,8524.74,101129.38,0.0130871699,10.8630456765
578,Instagram,in faucibus orci luctus et ultrices posuere cubilia curae duis,11/14/2021,1/10/2022,11512,802,781,3398.74,39570.46,0.9738154613,10.6426852304
579,Facebook,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,12/4/2021,5/2/2021,93929,6248,59,9850.27,178612.05,0.0094430218,17.132706007
580,Facebook,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,2/25/2021,3/11/2021,20962,5545,301,5384.17,119740.07,0.054283138,21.2392810777
581,Facebook,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,7/29/2022,6/11/2021,11630,4248,799,3454.99,92402.25,0.1880885122,25.7445781319
582,LinkedIn,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,2/17/2020,8/13/2022,26324,2065,618,8712.36,84790.08,0.2992736077,8.7321598281
583,Twitter,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,3/5/2021,9/1/2021,47617,5495,394,8917.17,43991.64,0.0717015469,3.9333633877
584,Instagram,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,7/10/2022,1/28/2021,93404,5782,367,9651.91,11810.82,0.0634728468,0.2236769717
585,Instagram,sed interdum venenatis turpis enim blandit mi in porttitor pede justo,12/5/2021,4/16/2021,16900,2576,964,852.82,15782.61,0.3742236025,17.5063788373
586,Twitter,tempus semper est quam pharetra magna ac consequat metus sapien ut,7/31/2020,9/6/2022,55891,9076,350,866.18,72345.05,0.0385632437,82.5219584844
587,Twitter,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,12/29/2020,10/1/2020,9625,7375,978,1334.0,165238.29,0.1326101695,122.8667841079
588,Twitter,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,7/21/2021,7/6/2020,8353,7050,844,5415.8,168795.56,0.1197163121,30.1672439898
589,LinkedIn,vehicula consequat morbi a ipsum integer a nibh in quis,3/21/2022,8/26/2021,56506,3538,424,7338.5,5284.78,0.1198417185,-0.2798555563
590,Twitter,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,6/26/2020,1/4/2021,39611,6761,279,871.23,78666.39,0.0412660849,89.2934816294
591,Facebook,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,10/3/2020,3/4/2022,30392,370,707,9781.48,96078.23,1.9108108108,8.8224634718
592,Twitter,et magnis dis parturient montes nascetur ridiculus mus etiam vel,2/26/2021,9/21/2022,1808,7544,321,6480.29,15370.32,0.0425503712,1.371856815
593,Instagram,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,8/7/2021,6/22/2020,20589,40,281,9993.33,91568.55,7.025,8.1629666988
594,Twitter,vestibulum ante ipsum primis in faucibus orci luctus et ultrices,12/2/2022,7/30/2021,19391,716,540,9107.13,177507.05,0.7541899441,18.4909977128
595,Twitter,sapien a libero nam dui proin leo odio porttitor id consequat,3/9/2022,1/7/2020,23596,4343,898,2159.59,19342.16,0.2067695142,7.9564037618
596,Instagram,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,9/3/2022,3/5/2022,33005,9901,341,9411.27,98508.24,0.0344409656,9.4670506744
597,LinkedIn,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,11/27/2022,1/20/2021,24188,6832,391,9369.83,47021.92,0.0572306792,4.0184389685
598,Instagram,potenti in eleifend quam a odio in hac habitasse platea,1/22/2022,6/11/2022,67596,8651,767,4139.75,92610.15,0.0886602705,21.3709523522
599,LinkedIn,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,12/29/2020,1/12/2022,79247,8463,296,9028.37,45959.22,0.0349757769,4.0905335072
600,Twitter,turpis elementum ligula vehicula consequat morbi a ipsum integer a,6/4/2022,7/31/2021,69812,8655,859,6430.52,109761.49,0.099248989,16.0688358018
601,LinkedIn,ac est lacinia nisi venenatis tristique fusce congue diam id ornare,6/10/2022,1/30/2022,24835,2029,967,6919.62,38994.27,0.4765894529,4.6353195696
602,Facebook,quam pharetra magna ac consequat metus sapien ut nunc vestibulum,7/21/2021,7/4/2021,13740,7250,553,1098.09,31771.12,0.0762758621,27.9330747024
603,Facebook,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,12/18/2022,2/28/2022,565,8363,299,399.05,54173.69,0.0357527203,134.7566470367
604,Twitter,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,7/24/2021,12/23/2021,93157,9270,399,7573.07,44992.37,0.0430420712,4.9411005048
605,LinkedIn,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,7/31/2020,8/14/2020,38837,6140,359,9420.52,60493.33,0.0584690554,5.4214427654
606,LinkedIn,in faucibus orci luctus et ultrices posuere cubilia curae donec,2/11/2021,2/2/2020,41539,9145,110,92.9,5233.88,0.0120284308,55.3388589882
607,Facebook,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,3/6/2020,9/13/2021,22986,7661,763,3321.24,170448.83,0.0995953531,50.3208410112
608,Facebook,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,1/30/2021,10/5/2022,20721,4909,796,7873.81,2929.0,0.1621511509,-0.6280072798
609,Twitter,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,12/23/2021,10/31/2021,23993,9478,662,5765.36,152040.57,0.0698459591,25.3713922461
610,Twitter,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,8/25/2022,4/4/2020,2451,548,183,7987.67,43821.94,0.3339416058,4.4861981028
611,LinkedIn,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,7/28/2021,2/28/2022,33214,4649,821,7813.5,117953.56,0.1765971177,14.0961233762
612,Instagram,neque aenean auctor gravida sem praesent id massa id nisl,5/18/2022,11/19/2021,47422,8848,340,6099.09,54902.7,0.0384267631,8.0017855123
613,LinkedIn,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,5/31/2021,3/21/2021,61084,9448,68,1053.07,62308.73,0.0071972904,58.1686497574
614,LinkedIn,nulla nunc purus phasellus in felis donec semper sapien a libero,11/14/2020,2/10/2022,262,8782,946,4751.1,87788.25,0.1077203371,17.4774578519
615,Instagram,primis in faucibus orci luctus et ultrices posuere cubilia curae,6/29/2020,5/10/2022,54859,5150,450,5357.88,171641.19,0.0873786408,31.0352807454
616,Instagram,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,3/15/2022,1/26/2020,6365,3000,114,9119.09,144631.08,0.038,14.8602535999
617,Twitter,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,9/30/2020,6/7/2022,29033,8620,268,7966.85,43958.92,0.0310904872,4.5177290899
618,Instagram,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,10/17/2021,8/8/2021,9135,7727,338,6112.96,101874.64,0.0437427203,15.6653536094
619,Instagram,justo in blandit ultrices enim lorem ipsum dolor sit amet,2/10/2020,9/12/2021,41070,8312,836,9408.8,118060.64,0.1005774783,11.5478955871
620,LinkedIn,quam pede lobortis ligula sit amet eleifend pede libero quis orci,3/7/2021,8/25/2021,17334,447,335,6516.78,77443.72,0.7494407159,10.8837401293
621,Twitter,quisque erat eros viverra eget congue eget semper rutrum nulla,8/30/2020,7/10/2020,62315,7335,54,5391.47,42400.61,0.0073619632,6.8643876345
622,LinkedIn,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,7/5/2021,8/10/2021,12700,4352,344,7994.52,68019.15,0.0790441176,7.508221882
623,LinkedIn,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,2/12/2022,1/7/2020,14429,7569,163,2267.67,59961.28,0.0215352094,25.4418014967
624,Facebook,at velit eu est congue elementum in hac habitasse platea,6/19/2021,5/5/2021,67506,3700,206,1110.39,47405.29,0.0556756757,41.692468412
625,Instagram,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,7/16/2022,10/29/2022,89986,8515,679,4241.43,51569.44,0.0797416324,11.1585031463
626,LinkedIn,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,3/19/2022,10/8/2022,76020,6365,433,8363.77,137098.1,0.0680282797,15.3919022163
627,Twitter,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,6/21/2021,8/13/2020,36019,6416,876,2564.09,19576.18,0.1365336658,6.6347476103
628,LinkedIn,tristique fusce congue diam id ornare imperdiet sapien urna pretium,2/11/2022,3/25/2020,16878,2446,535,3862.86,166004.94,0.2187244481,41.9746198413
629,Facebook,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,11/7/2022,11/3/2021,35608,0,300,1309.15,21767.09,Inf,15.6268876752
630,Instagram,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,1/25/2020,12/17/2021,839,4574,238,2036.17,38605.84,0.0520332313,17.9600278955
631,Instagram,non interdum in ante vestibulum ante ipsum primis in faucibus,9/21/2020,3/3/2020,46510,3569,733,6192.41,80215.01,0.2053796582,11.9537627515
632,LinkedIn,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,8/24/2020,4/14/2021,45046,2500,489,7450.23,126995.67,0.1956,16.0458724093
633,Facebook,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,1/2/2022,9/12/2021,77628,3208,175,1697.65,163525.67,0.0545511222,95.3247253556
634,LinkedIn,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,7/15/2021,11/19/2022,69930,3200,70,5417.88,65470.63,0.021875,11.0841786824
635,Instagram,ornare consequat lectus in est risus auctor sed tristique in tempus sit,9/28/2020,2/22/2020,98531,8942,250,4945.13,113091.53,0.0279579512,21.8692734064
636,Facebook,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,7/30/2021,5/6/2020,85764,5334,482,3226.79,44499.73,0.0903637045,12.7907115121
637,LinkedIn,nulla nunc purus phasellus in felis donec semper sapien a,3/20/2021,12/15/2021,82209,9428,315,6189.82,42766.09,0.0334111158,5.9091007493
638,Instagram,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,3/10/2021,11/12/2021,19900,1134,364,3172.22,67103.71,0.3209876543,20.1535486189
639,Twitter,dolor sit amet consectetuer adipiscing elit proin interdum mauris non,2/9/2021,6/22/2022,92719,1147,725,2972.36,117874.6,0.6320836966,38.6569056238
640,LinkedIn,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,7/12/2021,5/18/2020,70981,1397,36,6391.68,17706.21,0.0257695061,1.770196568
641,LinkedIn,morbi ut odio cras mi pede malesuada in imperdiet et,6/26/2022,8/29/2022,28134,4151,631,2624.21,157174.73,0.1520115635,58.8941128949
642,LinkedIn,in sagittis dui vel nisl duis ac nibh fusce lacus purus,8/21/2021,1/30/2022,99294,240,580,9467.95,26025.09,2.4166666667,1.7487565946
643,Instagram,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,11/17/2020,3/21/2021,27224,1989,173,8995.83,34975.9,0.0869783811,2.8880125569
644,Twitter,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,4/23/2022,5/31/2021,58332,6189,338,4910.63,93488.68,0.0546130231,18.038021598
645,Instagram,porta volutpat erat quisque erat eros viverra eget congue eget,1/23/2020,6/1/2022,72741,7785,483,3724.43,55772.11,0.0620423892,13.9746699495
646,Facebook,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,5/18/2021,8/27/2021,53922,9978,495,7872.18,123154.5,0.0496091401,14.6442688048
647,LinkedIn,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,3/26/2020,8/30/2022,23197,2703,273,8407.41,36526.97,0.1009988901,3.3446162373
648,Twitter,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,1/25/2021,10/13/2021,34623,4774,386,9262.21,144536.07,0.0808546292,14.6049225833
649,Facebook,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,2/2/2021,8/19/2020,49227,1947,235,7365.56,4081.52,0.1206985105,-0.4458642656
650,Instagram,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,5/12/2020,11/12/2022,46868,1021,610,6883.96,102239.43,0.597453477,13.8518338282
651,Facebook,amet justo morbi ut odio cras mi pede malesuada in,6/3/2022,8/27/2022,27394,1937,188,1101.11,83685.11,0.0970573051,75.0006811309
652,LinkedIn,lacinia aenean sit amet justo morbi ut odio cras mi pede,10/4/2020,10/27/2020,60737,403,501,9999.65,8837.87,1.2431761787,-0.1161820664
653,Facebook,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,8/23/2022,4/27/2022,99839,5015,850,2733.57,70325.03,0.1694915254,24.7264419788
654,LinkedIn,rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,11/6/2020,2/15/2021,82241,2226,745,5516.63,109901.65,0.3346810422,18.921881656
655,LinkedIn,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,8/27/2021,8/18/2022,53397,2070,779,2497.42,93547.61,0.3763285024,36.4577003468
656,Instagram,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,7/25/2022,8/30/2022,42957,1074,209,9039.91,31360.88,0.1945996276,2.4691584319
657,LinkedIn,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,1/31/2020,5/2/2021,26421,613,608,4978.94,148237.81,0.9918433931,28.7729657317
658,Instagram,non pretium quis lectus suspendisse potenti in eleifend quam a odio in,6/27/2022,9/14/2020,6113,2347,885,4388.97,125355.11,0.3770771197,27.5613959539
659,Instagram,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,10/14/2021,3/16/2021,94283,8921,819,2872.26,154243.39,0.0918058514,52.7010542221
660,Twitter,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,4/28/2021,11/27/2021,85966,5058,509,4664.45,120838.89,0.1006326611,24.906353375
